utc_iso,unix_t,range_km,fd_hz
01-Dec-2025 18:29:00,1764613740.59174,7757.95050376395,1364.45026762316
01-Dec-2025 18:29:01,1764613741.09174,7757.44718857053,1362.60112168414
01-Dec-2025 18:29:01,1764613741.59174,7756.9446532581,1360.75132099894
01-Dec-2025 18:29:02,1764613742.09174,7756.44281725912,1358.90056895156
01-Dec-2025 18:29:02,1764613742.59174,7755.94172131602,1357.04901514387
01-Dec-2025 18:29:03,1764613743.09174,7755.44140599212,1355.19680994641
01-Dec-2025 18:29:03,1764613743.59174,7754.94179105053,1353.3436561414
01-Dec-2025 18:29:04,1764613744.09174,7754.44295720382,1351.48985306801
01-Dec-2025 18:29:04,1764613744.59174,7753.94482445292,1349.63510325372
01-Dec-2025 18:29:05,1764613745.09174,7753.44747327972,1347.77970637077
01-Dec-2025 18:29:05,1764613745.59174,7752.95082394781,1345.92336491047
01-Dec-2025 18:29:06,1764613746.09174,7752.45495665759,1344.06637843884
01-Dec-2025 18:29:06,1764613746.59174,7751.95979191934,1342.20844926775
01-Dec-2025 18:29:07,1764613747.09174,7751.46536996066,1340.3497278059
01-Dec-2025 18:29:07,1764613747.59174,7750.97173077846,1338.49036479296
01-Dec-2025 18:29:08,1764613748.09174,7750.47879520695,1336.63006186899
01-Dec-2025 18:29:08,1764613748.59174,7749.98664288845,1334.76911960876
01-Dec-2025 18:29:09,1764613749.09174,7749.49519492022,1332.90723961969
01-Dec-2025 18:29:09,1764613749.59174,7749.00453066328,1331.04472236739
01-Dec-2025 18:29:10,1764613750.09174,7748.51457146189,1329.18126928161
01-Dec-2025 18:29:10,1764613750.59174,7748.02535712258,1327.31703122601
01-Dec-2025 18:29:11,1764613751.09174,7747.53692721957,1325.4521593904
01-Dec-2025 18:29:11,1764613751.59174,7747.04920342336,1323.58635453777
01-Dec-2025 18:29:12,1764613752.09174,7746.56226453381,1321.71991813549
01-Dec-2025 18:29:12,1764613752.59174,7746.07603248458,1319.85255091665
01-Dec-2025 18:29:13,1764613753.09174,7745.59058579476,1317.98455423742
01-Dec-2025 18:29:13,1764613753.59174,7745.10584664503,1316.1156286542
01-Dec-2025 18:29:14,1764613754.09174,7744.62185441941,1314.24592548053
01-Dec-2025 18:29:14,1764613754.59174,7744.13864826867,1312.37559635356
01-Dec-2025 18:29:15,1764613755.09174,7743.65615070133,1310.50434116561
01-Dec-2025 18:29:15,1764613755.59174,7743.17443967306,1308.63246227031
01-Dec-2025 18:29:16,1764613756.09174,7742.69343795581,1306.75965953329
01-Dec-2025 18:29:16,1764613756.59174,7742.21322322435,1304.88623519281
01-Dec-2025 18:29:17,1764613757.09174,7741.73371849848,1303.01188894148
01-Dec-2025 18:29:17,1764613757.59174,7741.25496273802,1301.13677253691
01-Dec-2025 18:29:18,1764613758.09174,7740.77699466942,1299.2610380603
01-Dec-2025 18:29:18,1764613758.59174,7740.29973764154,1297.38438454178
01-Dec-2025 18:29:19,1764613759.09174,7739.82326877873,1295.50711535925
01-Dec-2025 18:29:19,1764613759.59174,7739.34751164745,1293.62892907827
01-Dec-2025 18:29:20,1764613760.09174,7738.87254312219,1291.7501292527
01-Dec-2025 18:29:20,1764613760.59174,7738.39828705579,1289.8704146443
01-Dec-2025 18:29:21,1764613761.09174,7737.92478196063,1287.98993723227
01-Dec-2025 18:29:21,1764613761.59174,7737.45206616001,1286.10884975666
01-Dec-2025 18:29:22,1764613762.09174,7736.98006385278,1284.22685046723
01-Dec-2025 18:29:22,1764613762.59174,7736.50885126917,1282.34424317056
01-Dec-2025 18:29:23,1764613763.09174,7736.03835286443,1280.46072602153
01-Dec-2025 18:29:23,1764613763.59174,7735.56864464816,1278.5766032932
01-Dec-2025 18:29:24,1764613764.09174,7735.09965131687,1276.69157289969
01-Dec-2025 18:29:24,1764613764.59174,7734.63144860748,1274.80593906603
01-Dec-2025 18:29:25,1764613765.09174,7734.16396146508,1272.91939953792
01-Dec-2025 18:29:25,1764613765.59174,7733.69722788404,1271.03210714944
01-Dec-2025 18:29:26,1764613766.09174,7733.23128559394,1269.14421475779
01-Dec-2025 18:29:26,1764613766.59174,7732.76605989477,1267.25541967439
01-Dec-2025 18:29:27,1764613767.09174,7732.30162594484,1265.36602703154
01-Dec-2025 18:29:27,1764613767.59174,7731.83790928592,1263.47573390201
01-Dec-2025 18:29:28,1764613768.09174,7731.37498480351,1261.58484536645
01-Dec-2025 18:29:28,1764613768.59174,7730.91277828875,1259.69305833293
01-Dec-2025 18:29:29,1764613769.09174,7730.45132730842,1257.80052606759
01-Dec-2025 18:29:29,1764613769.59174,7729.99066916387,1255.90740185489
01-Dec-2025 18:29:30,1764613770.09174,7729.53073000277,1254.01338217401
01-Dec-2025 18:29:30,1764613770.59174,7729.07158412917,1252.11877300533
01-Dec-2025 18:29:31,1764613771.09174,7728.61315793368,1250.22327059377
01-Dec-2025 18:29:31,1764613771.59174,7728.15552544614,1248.32718085961
01-Dec-2025 18:29:32,1764613772.09174,7727.69861330709,1246.43019988604
01-Dec-2025 18:29:32,1764613772.59174,7727.24245865417,1244.53248136543
01-Dec-2025 18:29:33,1764613773.09174,7726.78709835986,1242.63417900692
01-Dec-2025 18:29:33,1764613773.59174,7726.3324594213,1240.73498846457
01-Dec-2025 18:29:34,1764613774.09174,7725.87861528614,1238.83521655838
01-Dec-2025 18:29:34,1764613774.59174,7725.4254931946,1236.93455870884
01-Dec-2025 18:29:35,1764613775.09174,7724.97316632169,1235.03332167841
01-Dec-2025 18:29:35,1764613775.59174,7724.52156215784,1233.13120072783
01-Dec-2025 18:29:36,1764613776.09174,7724.07071741055,1231.22834997177
01-Dec-2025 18:29:36,1764613776.59174,7723.62066852236,1229.32492353969
01-Dec-2025 18:29:37,1764613777.09174,7723.17134334181,1227.42061626844
01-Dec-2025 18:29:37,1764613777.59174,7722.72281445832,1225.51573581014
01-Dec-2025 18:29:38,1764613778.09174,7722.27500996421,1223.60997677088
01-Dec-2025 18:29:38,1764613778.59174,7721.82800217635,1221.70364674225
01-Dec-2025 18:29:39,1764613779.09174,7721.38171943766,1219.79644017305
01-Dec-2025 18:29:39,1764613779.59174,7720.93619802453,1217.88851159615
01-Dec-2025 18:29:40,1764613780.09174,7720.49147394835,1215.98001555658
01-Dec-2025 18:29:40,1764613780.59174,7720.04747591142,1214.07064608352
01-Dec-2025 18:29:41,1764613781.09174,7719.60427565561,1212.16071179984
01-Dec-2025 18:29:41,1764613781.59174,7719.16180208845,1210.24990606178
01-Dec-2025 18:29:42,1764613782.09174,7718.72012670543,1208.33853772508
01-Dec-2025 18:29:42,1764613782.59174,7718.27917869132,1206.42630028817
01-Dec-2025 18:29:43,1764613783.09174,7717.83902927552,1204.51350261701
01-Dec-2025 18:29:43,1764613783.59174,7717.3996078811,1202.59983790797
01-Dec-2025 18:29:44,1764613784.09174,7716.96095022227,1200.68546115089
01-Dec-2025 18:29:44,1764613784.59174,7716.52309179266,1198.77052786358
01-Dec-2025 18:29:45,1764613785.09174,7716.08596235693,1196.85473060351
01-Dec-2025 18:29:45,1764613785.59174,7715.64963254719,1194.93837903917
01-Dec-2025 18:29:46,1764613786.09174,7715.21403241156,1193.02116594849
01-Dec-2025 18:29:46,1764613786.59174,7714.77923229707,1191.1034007841
01-Dec-2025 18:29:47,1764613787.09174,7714.34516250344,1189.18477617278
01-Dec-2025 18:29:47,1764613787.59174,7713.91185831751,1187.26544758636
01-Dec-2025 18:29:48,1764613788.09174,7713.47935476106,1185.34557050278
01-Dec-2025 18:29:48,1764613788.59174,7713.04758249562,1183.42483713745
01-Dec-2025 18:29:49,1764613789.09174,7712.61661127507,1181.50355781263
01-Dec-2025 18:29:49,1764613789.59174,7712.18637200655,1179.58142452059
01-Dec-2025 18:29:50,1764613790.09174,7711.75693417186,1177.65874751377
